operation_id,work_date,facility_id,shift_id,forecast_orders,actual_orders,planned_fte,planned_contract,absent_fte,absent_contract,present_fte,present_contract,overtime_hours,capacity_orders,processed_orders,backlog_orders,paid_hours,productive_hours,actual_productivity_per_hour,capacity_utilization,absence_rate,labour_cost_inr,cost_per_processed_order
867,2026-06-27,FC_MUM,S3,2350,2309,24,9,0,0,24,9,0,2718.1,2309,0,264.0,237.6,9.72,0.8495,0.0,52456.8,22.72
868,2026-06-27,FC_HYD,S1,3066,2800,26,9,3,1,23,8,0,2878.0,2800,0,280.0,223.2,12.54,0.9729,0.1143,46672.0,16.67
869,2026-06-27,FC_HYD,S2,3863,3356,36,12,1,2,35,10,0,4208.5,3356,0,384.0,324.0,10.36,0.7974,0.0625,65854.08,19.62
870,2026-06-27,FC_HYD,S3,2250,2033,22,8,0,4,22,4,0,2299.5,2033,0,240.0,187.2,10.86,0.8841,0.1333,44070.4,21.68
871,2026-06-28,FC_BLR,S1,3185,3031,27,9,0,2,27,7,0,3217.9,3031,0,288.0,244.8,12.38,0.9419,0.0556,49680.0,16.39
872,2026-06-28,FC_BLR,S2,3436,3764,31,11,2,0,29,11,15,3765.3,3764,0,351.0,303.0,12.42,0.9996,0.0476,63668.42,16.92
873,2026-06-28,FC_BLR,S3,1921,1988,18,7,1,2,17,5,17,1993.1,1988,0,217.0,175.4,11.33,0.9975,0.12,42796.6,21.53
874,2026-06-28,FC_DEL,S1,3331,3527,30,10,1,1,29,9,0,3632.2,3527,0,320.0,273.6,12.89,0.971,0.05,56640.0,16.06
875,2026-06-28,FC_DEL,S2,3881,3695,36,13,2,1,34,12,2,4138.4,3695,0,394.0,333.2,11.09,0.8928,0.0612,72170.04,19.53
876,2026-06-28,FC_DEL,S3,2036,2225,20,7,0,0,20,7,14,2233.1,2225,0,230.0,208.4,10.68,0.9964,0.0,46090.0,20.71
877,2026-06-28,FC_KOL,S1,2369,2293,23,8,3,0,20,8,0,2376.3,2293,0,248.0,201.6,11.37,0.965,0.0968,40288.0,17.57
878,2026-06-28,FC_KOL,S2,2315,2573,21,8,1,2,20,6,24,2575.8,2573,0,256.0,211.2,12.18,0.9989,0.1034,44759.68,17.4
879,2026-06-28,FC_KOL,S3,1662,1679,17,6,1,0,16,6,0,1772.0,1679,0,184.0,158.4,10.6,0.9475,0.0435,32894.4,19.59
880,2026-06-28,FC_MUM,S1,2873,2915,26,9,2,1,24,8,9,2921.0,2915,0,289.0,239.4,12.18,0.9979,0.0857,52823.0,18.12
881,2026-06-28,FC_MUM,S2,3516,3255,33,12,1,2,32,10,0,3862.6,3255,0,360.0,302.4,10.76,0.8427,0.0667,66917.04,20.56
882,2026-06-28,FC_MUM,S3,2188,2094,23,8,1,0,22,8,0,2218.3,2094,0,248.0,216.0,9.69,0.944,0.0323,49165.6,23.48
883,2026-06-28,FC_HYD,S1,2373,2288,19,7,1,1,18,6,1,2289.5,2288,0,209.0,173.8,13.16,0.9993,0.0769,34979.0,15.29
884,2026-06-28,FC_HYD,S2,2917,2794,27,9,1,0,26,9,0,3033.1,2794,0,288.0,252.0,11.09,0.9212,0.0278,49390.56,17.68
885,2026-06-28,FC_HYD,S3,1636,1642,16,6,1,0,15,6,0,1715.6,1642,0,176.0,151.2,10.86,0.9571,0.0455,32348.8,19.7
886,2026-06-29,FC_BLR,S1,2575,2643,21,8,2,2,19,6,26,2651.4,2643,0,258.0,206.0,12.83,0.9968,0.1379,46676.0,17.66
887,2026-06-29,FC_BLR,S2,3257,3047,28,10,2,0,26,10,0,3565.1,3047,0,304.0,259.2,11.76,0.8547,0.0526,54120.32,17.76
888,2026-06-29,FC_BLR,S3,1896,1865,17,6,0,0,17,6,2,1865.9,1865,0,186.0,167.6,11.13,0.9995,0.0,35521.2,19.05
889,2026-06-29,FC_DEL,S1,2542,2551,22,8,0,2,22,6,8,2555.7,2551,0,248.0,209.6,12.17,0.9981,0.0667,44656.0,17.51
890,2026-06-29,FC_DEL,S2,3165,3299,27,10,0,2,27,8,17,3301.6,3299,0,313.0,269.0,12.26,0.9992,0.0541,58654.38,17.78
891,2026-06-29,FC_DEL,S3,2117,2034,22,8,1,1,21,7,0,2291.4,2034,0,240.0,201.6,10.09,0.8877,0.0667,46851.2,23.03
892,2026-06-29,FC_KOL,S1,1872,1931,17,6,1,0,16,6,0,1936.4,1931,0,184.0,158.4,12.19,0.9972,0.0435,29904.0,15.49
893,2026-06-29,FC_KOL,S2,2319,2299,21,8,1,0,20,8,0,2369.6,2299,0,232.0,201.6,11.4,0.9702,0.0345,38925.76,16.93
894,2026-06-29,FC_KOL,S3,1536,1388,17,6,0,0,17,6,0,1750.2,1388,0,184.0,165.6,8.38,0.793,0.0,32894.4,23.7
895,2026-06-29,FC_MUM,S1,2478,2507,22,8,1,1,21,7,3,2515.3,2507,0,243.0,204.6,12.25,0.9967,0.0667,44101.0,17.59
896,2026-06-29,FC_MUM,S2,2990,2771,27,10,0,0,27,10,0,3110.9,2771,0,296.0,266.4,10.4,0.8907,0.0,55051.44,19.87
897,2026-06-29,FC_MUM,S3,1687,1766,17,6,0,0,17,6,0,1929.4,1766,0,184.0,165.6,10.66,0.9153,0.0,36493.6,20.66
898,2026-06-29,FC_HYD,S1,1958,1995,17,6,0,0,17,6,0,2132.1,1995,0,184.0,165.6,12.05,0.9357,0.0,30688.0,15.38
899,2026-06-29,FC_HYD,S2,2875,2557,26,9,3,0,23,9,0,2626.2,2557,0,280.0,230.4,11.1,0.9737,0.0857,48072.16,18.8
900,2026-06-29,FC_HYD,S3,1446,1546,14,5,1,1,13,4,20,1552.6,1546,0,172.0,142.4,10.86,0.9958,0.1053,33242.0,21.5
901,2026-06-30,FC_BLR,S1,2547,2573,22,8,0,0,22,8,0,2917.7,2573,0,240.0,216.0,11.91,0.8818,0.0,41504.0,16.13
902,2026-06-30,FC_BLR,S2,3309,3097,30,11,1,0,29,11,0,3714.3,3097,0,328.0,288.0,10.75,0.8338,0.0244,58438.08,18.87
903,2026-06-30,FC_BLR,S3,2007,1927,20,7,1,0,19,7,6,2256.1,1927,0,222.0,193.2,9.97,0.8541,0.037,42693.2,22.16
904,2026-06-30,FC_DEL,S1,2936,2715,27,9,2,1,25,8,5,3277.8,2715,0,293.0,242.6,11.19,0.8283,0.0833,52266.0,19.25
905,2026-06-30,FC_DEL,S2,3165,3229,28,10,2,0,26,10,9,3237.8,3229,0,313.0,268.2,12.04,0.9973,0.0526,57929.26,17.94
906,2026-06-30,FC_DEL,S3,2225,2092,22,8,1,1,21,7,9,2093.8,2092,0,249.0,210.6,9.93,0.9991,0.0667,49405.4,23.62
907,2026-06-30,FC_KOL,S1,2290,2178,20,7,0,3,20,4,0,2234.3,2178,0,216.0,172.8,12.6,0.9748,0.1111,35096.0,16.11
908,2026-06-30,FC_KOL,S2,2253,2245,21,7,0,0,21,7,0,2360.2,2245,0,224.0,201.6,11.14,0.9512,0.0,37434.32,16.67
909,2026-06-30,FC_KOL,S3,1540,1515,15,5,0,2,15,3,13,1515.9,1515,0,173.0,142.6,10.62,0.9994,0.1,31930.8,21.08
910,2026-06-30,FC_MUM,S1,2496,2854,21,7,1,2,20,5,36,2719.4,2719,135,260.0,216.0,12.59,0.9999,0.1071,49788.0,18.31
911,2026-06-30,FC_MUM,S2,2684,3043,24,8,2,0,22,8,25,3048.8,3043,0,281.0,241.0,12.63,0.9981,0.0625,54234.65,17.82
912,2026-06-30,FC_MUM,S3,1890,1883,20,7,1,0,19,7,0,2037.1,1883,0,216.0,187.2,10.06,0.9243,0.037,42829.6,22.75
913,2026-06-30,FC_HYD,S1,1960,2093,18,6,0,1,18,5,4,2093.3,2093,0,196.0,169.6,12.34,0.9999,0.0417,32940.0,15.74
914,2026-06-30,FC_HYD,S2,2836,2782,25,9,1,1,24,8,0,2826.0,2782,0,272.0,230.4,12.07,0.9844,0.0588,46753.76,16.81
915,2026-06-30,FC_HYD,S3,1658,1712,17,6,1,1,16,5,0,1827.5,1712,0,184.0,151.2,11.32,0.9368,0.087,33756.8,19.72
916,2026-07-01,FC_BLR,S1,3112,3233,26,9,3,1,23,8,21,3240.4,3233,0,301.0,244.2,13.24,0.9977,0.1143,53602.0,16.58
917,2026-07-01,FC_BLR,S2,3185,3531,27,10,1,2,26,8,36,3427.2,3427,104,332.0,280.8,12.2,0.9999,0.0811,62022.48,18.1
918,2026-07-01,FC_BLR,S3,1816,2083,16,6,1,0,15,6,36,2018.4,2018,65,212.0,187.2,10.78,0.9998,0.0455,43410.4,21.51
919,2026-07-01,FC_DEL,S1,3528,3389,32,11,4,0,28,11,0,3655.1,3389,0,344.0,280.8,12.07,0.9272,0.093,60944.0,17.98
920,2026-07-01,FC_DEL,S2,4060,3853,37,13,1,0,36,13,0,4364.2,3853,0,400.0,352.8,10.92,0.8829,0.02,73039.36,18.96
921,2026-07-01,FC_DEL,S3,2548,2502,25,9,2,1,23,8,0,2595.8,2502,0,272.0,223.2,11.21,0.9639,0.0882,53081.6,21.22
922,2026-07-01,FC_KOL,S1,2317,2296,20,7,1,0,19,7,0,2353.3,2296,0,216.0,187.2,12.26,0.9756,0.037,35096.0,15.29
923,2026-07-01,FC_KOL,S2,2798,2687,25,9,2,2,23,7,24,2693.2,2687,0,296.0,240.0,11.2,0.9977,0.1176,51392.88,19.13
924,2026-07-01,FC_KOL,S3,1549,1654,16,6,1,0,15,6,0,1693.1,1654,0,176.0,151.2,10.94,0.9769,0.0455,31521.6,19.06
925,2026-07-01,FC_MUM,S1,2738,2773,23,8,0,0,23,8,0,2814.6,2773,0,248.0,223.2,12.42,0.9852,0.0,44696.0,16.12
926,2026-07-01,FC_MUM,S2,3344,3298,30,11,1,3,29,8,26,3301.3,3298,0,354.0,292.4,11.28,0.999,0.0976,68027.38,20.63
927,2026-07-01,FC_MUM,S3,2104,2078,21,8,1,0,20,8,0,2259.4,2078,0,232.0,201.6,10.31,0.9197,0.0345,46120.8,22.19
928,2026-07-01,FC_HYD,S1,2389,2379,20,7,0,0,20,7,0,2593.9,2379,0,216.0,194.4,12.24,0.9171,0.0,36016.0,15.14
929,2026-07-01,FC_HYD,S2,2820,3024,26,9,0,1,26,8,0,3025.4,3024,0,280.0,244.8,12.35,0.9995,0.0286,48072.16,15.9
930,2026-07-01,FC_HYD,S3,1706,1768,17,6,2,0,15,6,10,1776.7,1768,0,194.0,161.2,10.97,0.9951,0.087,36429.8,20.61
931,2026-07-02,FC_BLR,S1,3309,3170,28,10,2,2,26,8,0,3350.3,3170,0,304.0,244.8,12.95,0.9462,0.1053,52544.0,16.58
932,2026-07-02,FC_BLR,S2,3703,3793,33,11,0,0,33,11,0,4095.4,3793,0,352.0,316.8,11.97,0.9262,0.0,62541.6,16.49
933,2026-07-02,FC_BLR,S3,2135,2351,20,7,1,0,19,7,4,2352.1,2351,0,220.0,191.2,12.3,0.9995,0.037,42143.2,17.93
934,2026-07-02,FC_DEL,S1,3826,3584,33,12,3,3,30,9,0,3662.8,3584,0,360.0,280.8,12.76,0.9785,0.1333,63888.0,17.83
935,2026-07-02,FC_DEL,S2,4210,4035,37,13,0,2,37,11,3,4268.8,4035,0,403.0,348.6,11.57,0.9452,0.04,73836.58,18.3
936,2026-07-02,FC_DEL,S3,2817,2533,27,10,2,1,25,9,0,2889.0,2533,0,296.0,244.8,10.35,0.8768,0.0811,57816.0,22.83
937,2026-07-02,FC_KOL,S1,2597,2473,23,8,2,0,21,8,1,2477.1,2473,0,249.0,209.8,11.79,0.9983,0.0645,40524.0,16.39
938,2026-07-02,FC_KOL,S2,2901,2819,28,10,1,0,27,10,0,3177.3,2819,0,304.0,266.4,10.58,0.8872,0.0263,50906.72,18.06
939,2026-07-02,FC_KOL,S3,1444,1671,16,5,1,0,15,5,12,1671.7,1671,0,180.0,156.0,10.71,0.9996,0.0476,33044.0,19.77
940,2026-07-02,FC_MUM,S1,2822,3031,24,9,0,1,24,8,36,2943.0,2943,88,300.0,266.4,11.05,1.0,0.0303,57156.0,19.42
941,2026-07-02,FC_MUM,S2,3445,3495,33,11,1,0,32,11,0,3913.7,3495,0,352.0,309.6,11.29,0.893,0.0227,65260.8,18.67
942,2026-07-02,FC_MUM,S3,1954,2222,20,7,1,1,19,6,19,2225.6,2222,0,235.0,199.0,11.17,0.9984,0.0741,48326.3,21.75
943,2026-07-02,FC_HYD,S1,2574,2574,23,8,1,0,22,8,0,2762.3,2574,0,248.0,216.0,11.92,0.9318,0.0323,41344.0,16.06
944,2026-07-02,FC_HYD,S2,2955,2953,27,10,2,1,25,9,0,3136.5,2953,0,296.0,244.8,12.06,0.9415,0.0811,50923.2,17.24
945,2026-07-02,FC_HYD,S3,1856,1856,18,7,1,1,17,6,0,1906.1,1856,0,200.0,165.6,11.21,0.9737,0.08,36801.6,19.83
946,2026-07-03,FC_BLR,S1,3115,2882,27,9,0,1,27,8,0,3266.4,2882,0,288.0,252.0,11.44,0.8823,0.0278,49680.0,17.24
947,2026-07-03,FC_BLR,S2,3088,3289,27,10,3,0,24,10,17,3298.4,3289,0,313.0,261.8,12.56,0.9971,0.0811,57129.98,17.37
948,2026-07-03,FC_BLR,S3,2404,2329,23,8,0,0,23,8,0,2660.1,2329,0,248.0,223.2,10.43,0.8755,0.0,47115.2,20.23
949,2026-07-03,FC_DEL,S1,3411,3170,29,10,3,0,26,10,4,3306.3,3170,0,316.0,263.2,12.04,0.9588,0.0769,56312.0,17.76
950,2026-07-03,FC_DEL,S2,3762,4208,34,12,1,1,33,11,29,4209.6,4208,0,397.0,345.8,12.17,0.9996,0.0435,74911.9,17.8
951,2026-07-03,FC_DEL,S3,2313,2489,22,8,1,2,21,6,30,2489.3,2489,0,270.0,224.4,11.09,0.9999,0.1,55365.2,22.24
952,2026-07-03,FC_KOL,S1,2327,2388,21,8,0,0,21,8,0,2574.1,2388,0,232.0,208.8,11.44,0.9277,0.0,37792.0,15.83
953,2026-07-03,FC_KOL,S2,3000,2691,29,10,1,1,28,9,0,3127.5,2691,0,312.0,266.4,10.1,0.8604,0.0513,52192.16,19.4
954,2026-07-03,FC_KOL,S3,1695,1766,18,6,1,1,17,5,8,1772.7,1766,0,200.0,166.4,10.61,0.9962,0.0833,36344.0,20.58
955,2026-07-03,FC_MUM,S1,2897,3030,25,9,1,0,24,9,0,3065.4,3030,0,272.0,237.6,12.75,0.9885,0.0294,49072.0,16.2
956,2026-07-03,FC_MUM,S2,3376,3260,31,11,1,0,30,11,0,3600.2,3260,0,336.0,295.2,11.04,0.9055,0.0238,62409.76,19.14
957,2026-07-03,FC_MUM,S3,2191,2202,22,8,1,1,21,7,0,2248.0,2202,0,240.0,201.6,10.92,0.9796,0.0667,47643.2,21.64
958,2026-07-03,FC_HYD,S1,2366,2443,21,7,0,1,21,6,5,2450.4,2443,0,229.0,199.4,12.25,0.997,0.0357,38511.0,15.76
959,2026-07-03,FC_HYD,S2,2926,2890,26,9,1,1,25,8,5,2897.0,2890,0,285.0,242.6,11.91,0.9976,0.0571,49323.61,17.07
960,2026-07-03,FC_HYD,S3,1690,1751,16,6,0,0,16,6,0,1811.7,1751,0,176.0,158.4,11.05,0.9665,0.0,32348.8,18.47
961,2026-07-04,FC_BLR,S1,3324,3093,27,10,0,1,27,9,0,3543.5,3093,0,296.0,259.2,11.93,0.8729,0.027,51216.0,16.56
962,2026-07-04,FC_BLR,S2,4176,3922,38,13,2,0,36,13,0,4437.2,3922,0,408.0,352.8,11.12,0.8839,0.0392,72544.96,18.5
963,2026-07-04,FC_BLR,S3,2261,2187,21,8,1,2,20,6,0,2261.3,2187,0,232.0,187.2,11.68,0.9671,0.1034,44193.6,20.21
964,2026-07-04,FC_DEL,S1,3468,3510,29,10,2,0,27,10,21,3513.1,3510,0,333.0,287.4,12.21,0.9991,0.0513,60698.0,17.29
965,2026-07-04,FC_DEL,S2,3581,4211,33,11,1,1,32,10,36,4100.2,4100,111,388.0,338.4,12.12,1.0,0.0455,73739.76,17.99
966,2026-07-04,FC_DEL,S3,2409,2339,23,8,2,1,21,7,4,2347.9,2339,0,252.0,205.6,11.38,0.9962,0.0968,49482.4,21.16
967,2026-07-04,FC_KOL,S1,2687,2602,25,9,0,0,25,9,0,2987.7,2602,0,272.0,244.8,10.63,0.8709,0.0,44232.0,17.0
968,2026-07-04,FC_KOL,S2,2726,2822,25,9,0,1,25,8,0,2822.5,2822,0,272.0,237.6,11.88,0.9998,0.0294,45558.96,16.14
969,2026-07-04,FC_KOL,S3,1633,1772,17,6,1,2,16,4,15,1778.1,1772,0,199.0,159.0,11.14,0.9966,0.1304,36788.4,20.76
970,2026-07-04,FC_MUM,S1,3065,2858,27,9,0,2,27,7,0,3292.9,2858,0,288.0,244.8,11.67,0.8679,0.0556,51840.0,18.14
971,2026-07-04,FC_MUM,S2,3842,3708,36,12,1,1,35,11,0,4303.2,3708,0,384.0,331.2,11.2,0.8617,0.0417,71193.6,19.2
972,2026-07-04,FC_MUM,S3,2172,2388,23,8,0,1,23,7,4,2395.9,2388,0,252.0,220.0,10.85,0.9967,0.0323,50322.8,21.07
973,2026-07-04,FC_HYD,S1,2848,2675,26,9,1,0,25,9,0,3266.3,2675,0,280.0,244.8,10.93,0.819,0.0286,46672.0,17.45
974,2026-07-04,FC_HYD,S2,3114,3058,28,10,5,3,23,7,36,2891.3,2891,167,340.0,252.0,11.47,0.9999,0.2105,61252.04,21.19
975,2026-07-04,FC_HYD,S3,2361,2117,22,8,1,2,21,6,0,2124.3,2117,0,240.0,194.4,10.89,0.9966,0.1,44070.4,20.82
976,2026-07-05,FC_BLR,S1,3065,3019,24,9,3,0,21,9,7,3026.9,3019,0,271.0,223.0,13.54,0.9974,0.0909,47446.0,15.72
977,2026-07-05,FC_BLR,S2,3439,3340,30,11,2,1,28,10,15,3344.7,3340,0,343.0,288.6,11.57,0.9986,0.0732,62300.58,18.65
978,2026-07-05,FC_BLR,S3,2228,2176,21,8,2,0,19,8,0,2225.6,2176,0,232.0,194.4,11.19,0.9777,0.069,44193.6,20.31
979,2026-07-05,FC_DEL,S1,2773,2890,24,8,1,0,23,8,0,2892.6,2890,0,256.0,223.2,12.95,0.9991,0.0312,45312.0,15.68
980,2026-07-05,FC_DEL,S2,3361,3871,29,10,1,1,28,9,36,3528.8,3528,343,348.0,302.4,11.67,0.9998,0.0513,66505.04,18.85
981,2026-07-05,FC_DEL,S3,2115,2210,21,7,0,0,21,7,0,2299.3,2210,0,224.0,201.6,10.96,0.9612,0.0,43612.8,19.73
982,2026-07-05,FC_KOL,S1,2259,2264,20,7,2,0,18,7,2,2269.9,2264,0,218.0,182.0,12.44,0.9974,0.0741,35568.0,15.71
983,2026-07-05,FC_KOL,S2,2684,2612,26,9,2,1,24,8,0,2864.2,2612,0,280.0,230.4,11.34,0.912,0.0857,46844.4,17.93
984,2026-07-05,FC_KOL,S3,1910,1680,20,7,1,0,19,7,0,1891.9,1680,0,216.0,187.2,8.97,0.888,0.037,38605.6,22.98
985,2026-07-05,FC_MUM,S1,2772,2949,24,8,2,3,22,5,36,2894.9,2894,55,292.0,230.4,12.56,0.9997,0.1562,55548.0,19.19
986,2026-07-05,FC_MUM,S2,2861,3203,27,9,3,0,24,9,36,3151.6,3151,52,324.0,273.6,11.52,0.9998,0.0833,63147.24,20.04
987,2026-07-05,FC_MUM,S3,1992,1919,19,7,0,1,19,6,0,2022.0,1919,0,208.0,180.0,10.66,0.949,0.0385,41307.2,21.53
988,2026-07-05,FC_HYD,S1,2388,2439,21,7,1,0,20,7,0,2477.4,2439,0,224.0,194.4,12.55,0.9845,0.0357,37296.0,15.29
989,2026-07-05,FC_HYD,S2,3228,3034,27,10,1,2,26,8,0,3203.6,3034,0,296.0,244.8,12.39,0.947,0.0811,50923.2,16.78
990,2026-07-05,FC_HYD,S3,1629,1859,16,5,0,0,16,5,25,1863.2,1859,0,193.0,176.2,10.55,0.9977,0.0,37394.5,20.12
991,2026-07-06,FC_BLR,S1,2769,2479,24,9,2,0,22,9,6,2994.7,2479,0,270.0,229.2,10.82,0.8278,0.0606,47196.0,19.04
992,2026-07-06,FC_BLR,S2,3037,2892,26,9,2,2,24,7,18,2892.1,2892,0,298.0,241.2,11.99,1.0,0.1143,54437.56,18.82
993,2026-07-06,FC_BLR,S3,2119,2014,20,7,0,0,20,7,0,2391.2,2014,0,216.0,194.4,10.36,0.8423,0.0,41043.2,20.38
994,2026-07-06,FC_DEL,S1,2947,2931,25,9,0,0,25,9,0,3206.5,2931,0,272.0,244.8,11.97,0.9141,0.0,48256.0,16.46
995,2026-07-06,FC_DEL,S2,3103,3362,28,10,0,0,28,10,3,3364.1,3362,0,307.0,276.6,12.15,0.9994,0.0,56334.82,16.76
996,2026-07-06,FC_DEL,S3,1972,1976,20,7,0,1,20,6,0,2104.8,1976,0,216.0,187.2,10.56,0.9388,0.037,42116.8,21.31
997,2026-07-06,FC_KOL,S1,2000,1920,18,6,0,0,18,6,0,2117.9,1920,0,192.0,172.8,11.11,0.9065,0.0,31152.0,16.23
998,2026-07-06,FC_KOL,S2,2145,1996,20,7,1,0,19,7,0,2336.9,1996,0,216.0,187.2,10.66,0.8541,0.037,36148.88,18.11
999,2026-07-06,FC_KOL,S3,1317,1370,14,5,2,1,12,4,10,1374.1,1370,0,162.0,125.2,10.94,0.997,0.1579,29779.2,21.74
1000,2026-07-06,FC_MUM,S1,2440,2510,22,8,0,0,22,8,0,2667.7,2510,0,240.0,216.0,11.62,0.9409,0.0,43312.0,17.26
1001,2026-07-06,FC_MUM,S2,3141,3222,27,10,2,1,25,9,27,3229.4,3222,0,323.0,271.8,11.85,0.9977,0.0811,62365.47,19.36
1002,2026-07-06,FC_MUM,S3,1852,1920,18,6,1,1,17,5,21,1921.9,1920,0,213.0,179.4,10.7,0.999,0.0833,44091.3,22.96
1003,2026-07-06,FC_HYD,S1,2304,2141,20,7,0,2,20,5,0,2488.6,2141,0,216.0,180.0,11.89,0.8603,0.0741,36016.0,16.82
1004,2026-07-06,FC_HYD,S2,2565,2451,23,8,1,2,22,6,0,2570.8,2451,0,248.0,201.6,12.16,0.9534,0.0968,42584.32,17.37
1005,2026-07-06,FC_HYD,S3,1424,1520,16,5,2,2,14,3,11,1521.6,1520,0,179.0,133.4,11.39,0.999,0.1905,33652.3,22.14
1006,2026-07-07,FC_BLR,S1,2685,2706,23,8,1,0,22,8,0,3080.1,2706,0,248.0,216.0,12.53,0.8785,0.0323,42832.0,15.83
1007,2026-07-07,FC_BLR,S2,3196,3361,28,10,2,3,26,7,36,3183.3,3183,178,340.0,273.6,11.63,0.9999,0.1316,63390.32,19.92
1008,2026-07-07,FC_BLR,S3,2097,1994,21,7,1,0,20,7,0,2148.0,1994,0,224.0,194.4,10.26,0.9283,0.0357,42504.0,21.32
1009,2026-07-07,FC_DEL,S1,2496,2540,22,8,0,0,22,8,0,2805.8,2540,0,240.0,216.0,11.76,0.9053,0.0,42592.0,16.77
1010,2026-07-07,FC_DEL,S2,2750,3177,24,9,0,1,24,8,36,3181.9,3177,0,300.0,266.4,11.93,0.9985,0.0303,57869.52,18.22
1011,2026-07-07,FC_DEL,S3,1924,2162,18,6,1,0,17,6,34,2170.1,2162,0,226.0,199.6,10.83,0.9963,0.0417,47031.6,21.75
1012,2026-07-07,FC_KOL,S1,1652,1891,16,5,3,0,13,5,26,1898.1,1891,0,194.0,155.6,12.15,0.9963,0.1429,33344.0,17.63
1013,2026-07-07,FC_KOL,S2,2440,2411,23,8,0,0,23,8,0,2802.8,2411,0,248.0,223.2,10.8,0.8602,0.0,41496.64,17.21
1014,2026-07-07,FC_KOL,S3,1707,1634,18,6,0,1,18,5,0,1784.5,1634,0,192.0,165.6,9.87,0.9156,0.0417,34267.2,20.97
1015,2026-07-07,FC_MUM,S1,2236,2490,20,7,0,0,20,7,3,2495.5,2490,0,219.0,197.4,12.61,0.9978,0.0,39725.0,15.95
1016,2026-07-07,FC_MUM,S2,3164,3040,28,10,0,1,28,9,0,3332.3,3040,0,304.0,266.4,11.41,0.9123,0.0263,56476.96,18.58
1017,2026-07-07,FC_MUM,S3,2119,1928,21,7,1,0,20,7,0,2182.3,1928,0,224.0,194.4,9.92,0.8835,0.0357,44352.0,23.0
1018,2026-07-07,FC_HYD,S1,2083,2461,18,7,0,1,18,6,7,2465.4,2461,0,207.0,179.8,13.69,0.9982,0.04,35157.0,14.29
1019,2026-07-07,FC_HYD,S2,2301,2612,20,7,2,1,18,6,36,2560.1,2560,52,252.0,208.8,12.26,0.9999,0.1111,46106.92,18.01
1020,2026-07-07,FC_HYD,S3,1682,1782,16,6,1,1,15,5,13,1786.9,1782,0,189.0,157.0,11.35,0.9973,0.0909,35823.7,20.1
1021,2026-07-08,FC_BLR,S1,2635,2686,22,8,0,0,22,8,5,3126.6,2686,0,245.0,221.0,12.15,0.8591,0.0,42754.0,15.92
1022,2026-07-08,FC_BLR,S2,3034,3137,26,9,2,0,24,9,17,3146.3,3137,0,297.0,254.6,12.32,0.9971,0.0571,54180.06,17.27
1023,2026-07-08,FC_BLR,S3,1852,2000,18,6,1,2,17,4,20,2001.9,2000,0,212.0,171.2,11.68,0.999,0.125,41932.0,20.97
1024,2026-07-08,FC_DEL,S1,3185,3124,28,10,0,0,28,10,0,3422.3,3124,0,304.0,273.6,11.42,0.9128,0.0,53920.0,17.26
1025,2026-07-08,FC_DEL,S2,3892,3931,35,12,1,0,34,12,4,4039.8,3931,0,380.0,335.2,11.73,0.9731,0.0213,69669.2,17.72
1026,2026-07-08,FC_DEL,S3,2110,2259,20,7,0,0,20,7,0,2301.7,2259,0,216.0,194.4,11.62,0.9815,0.0,42116.8,18.64
1027,2026-07-08,FC_KOL,S1,2138,2223,19,7,0,0,19,7,0,2487.1,2223,0,208.0,187.2,11.87,0.8938,0.0,33848.0,15.23
1028,2026-07-08,FC_KOL,S2,2353,2461,22,8,3,1,19,7,30,2466.5,2461,0,270.0,217.2,11.33,0.9978,0.1333,47503.6,19.3
1029,2026-07-08,FC_KOL,S3,1574,1588,18,6,1,2,17,4,0,1799.5,1588,0,192.0,151.2,10.5,0.8825,0.125,34267.2,21.58
1030,2026-07-08,FC_MUM,S1,2421,2518,21,8,2,1,19,7,3,2519.9,2518,0,235.0,190.2,13.24,0.9992,0.1034,42717.0,16.96
1031,2026-07-08,FC_MUM,S2,2768,2961,26,9,2,2,24,7,24,2968.6,2961,0,304.0,247.2,11.98,0.9974,0.1143,58471.04,19.75
1032,2026-07-08,FC_MUM,S3,1959,1860,20,7,1,0,19,7,0,2019.7,1860,0,216.0,187.2,9.94,0.9209,0.037,42829.6,23.03
1033,2026-07-08,FC_HYD,S1,2720,2500,24,8,0,0,24,8,0,3017.0,2500,0,256.0,230.4,10.85,0.8286,0.0,42624.0,17.05
1034,2026-07-08,FC_HYD,S2,2644,2716,23,8,2,1,21,7,33,2718.9,2716,0,281.0,234.6,11.58,0.9989,0.0968,50843.89,18.72
1035,2026-07-08,FC_HYD,S3,1939,1917,19,7,1,0,18,7,0,2103.7,1917,0,208.0,180.0,10.65,0.9113,0.0385,38209.6,19.93
1036,2026-07-09,FC_BLR,S1,3069,3104,24,9,2,0,22,9,20,3104.4,3104,0,284.0,243.2,12.76,0.9999,0.0606,50696.0,16.33
1037,2026-07-09,FC_BLR,S2,3103,3124,26,9,2,0,24,9,17,3128.5,3124,0,297.0,254.6,12.27,0.9986,0.0571,54180.06,17.34
1038,2026-07-09,FC_BLR,S3,2308,2162,21,8,1,1,20,7,0,2334.2,2162,0,232.0,194.4,11.12,0.9262,0.069,44193.6,20.44
1039,2026-07-09,FC_DEL,S1,3501,3280,30,10,2,0,28,10,6,3285.9,3280,0,326.0,279.6,11.73,0.9982,0.05,58188.0,17.74
